Date,Open,High,Low,Close,Spread
2014-01-02 00:00:00,1205.54,1230.87,1203.24,1224.22,0
2014-01-03 00:00:00,1222.21,1240.25,1221.75,1236.6,0
2014-01-06 00:00:00,1236.94,1248.39,1213.12,1237.79,0
2014-01-07 00:00:00,1237.92,1245.33,1225.01,1231.93,0
2014-01-08 00:00:00,1231.21,1232.43,1218.45,1225.79,0
2014-01-09 00:00:00,1225.72,1231.55,1223.55,1227.76,0
2014-01-10 00:00:00,1227.32,1248.94,1227.1,1248.04,0
2014-01-13 00:00:00,1247.24,1255.11,1243.67,1253.14,0
2014-01-14 00:00:00,1252.9,1255.29,1241.68,1244.95,0
2014-01-15 00:00:00,1244.79,1245.05,1234.23,1241.72,0
2014-01-16 00:00:00,1241.85,1245.32,1236.37,1242.12,0
2014-01-17 00:00:00,1242.12,1254.93,1237.78,1253.83,0
2014-01-20 00:00:00,1252.0,1262.09,1251.17,1254.7,0
2014-01-21 00:00:00,1254.64,1255.75,1235.65,1241.24,0
2014-01-22 00:00:00,1240.73,1243.68,1235.87,1236.87,0
2014-01-23 00:00:00,1235.75,1265.49,1231.56,1264.02,0
2014-01-24 00:00:00,1263.49,1272.59,1256.86,1269.92,0
2014-01-27 00:00:00,1266.69,1278.96,1251.97,1256.89,0
2014-01-28 00:00:00,1254.43,1261.99,1247.95,1256.67,0
2014-01-29 00:00:00,1255.53,1270.21,1248.74,1267.0,0
2014-01-30 00:00:00,1266.14,1267.79,1238.03,1243.56,0
2014-01-31 00:00:00,1244.11,1254.97,1238.51,1244.32,0
2014-02-03 00:00:00,1242.76,1266.35,1240.71,1257.25,0
2014-02-04 00:00:00,1257.8,1260.99,1246.99,1254.42,0
2014-02-05 00:00:00,1254.49,1274.38,1252.35,1257.75,0
2014-02-06 00:00:00,1257.31,1267.03,1252.79,1257.97,0
2014-02-07 00:00:00,1258.09,1271.91,1256.11,1267.08,0
2014-02-10 00:00:00,1265.53,1277.89,1265.05,1274.41,0
2014-02-11 00:00:00,1274.22,1293.89,1273.75,1291.22,0
2014-02-12 00:00:00,1289.85,1296.31,1283.99,1290.97,0
2014-02-13 00:00:00,1290.73,1302.91,1286.25,1302.69,0
2014-02-14 00:00:00,1301.48,1321.29,1299.87,1318.42,0
2014-02-17 00:00:00,1318.87,1339.95,1318.8,1326.27,0
2014-02-18 00:00:00,1325.87,1332.11,1312.53,1321.85,0
2014-02-19 00:00:00,1320.47,1322.86,1308.8,1311.32,0
2014-02-20 00:00:00,1310.02,1325.09,1307.31,1322.87,0
2014-02-21 00:00:00,1321.02,1328.61,1316.06,1324.13,0
2014-02-24 00:00:00,1325.47,1339.05,1318.81,1336.92,0
2014-02-25 00:00:00,1334.97,1343.65,1331.31,1340.45,0
2014-02-26 00:00:00,1338.92,1345.37,1322.19,1330.5,0
2014-02-27 00:00:00,1329.02,1336.17,1323.9,1331.14,0
2014-02-28 00:00:00,1329.87,1333.35,1319.63,1326.32,0
2014-03-03 00:00:00,1332.24,1354.77,1330.71,1350.42,0
2014-03-04 00:00:00,1347.97,1352.53,1331.23,1334.37,0
2014-03-05 00:00:00,1332.82,1341.81,1332.17,1336.64,0
2014-03-06 00:00:00,1335.22,1353.61,1331.12,1350.6,0
2014-03-07 00:00:00,1349.02,1352.89,1328.0,1339.69,0
2014-03-10 00:00:00,1339.68,1344.68,1327.96,1339.53,0
2014-03-11 00:00:00,1339.75,1352.61,1335.67,1348.87,0
2014-03-12 00:00:00,1349.1,1370.93,1345.43,1366.66,0
2014-03-13 00:00:00,1366.48,1375.1,1363.37,1370.08,0
2014-03-14 00:00:00,1370.56,1388.0,1366.12,1382.88,0
2014-03-17 00:00:00,1382.21,1392.05,1361.79,1366.9,0
2014-03-18 00:00:00,1367.08,1367.6,1350.71,1355.55,0
2014-03-19 00:00:00,1355.35,1359.73,1327.62,1329.47,0
2014-03-20 00:00:00,1329.81,1334.61,1320.5,1327.84,0
2014-03-21 00:00:00,1327.33,1342.46,1325.62,1334.18,0
2014-03-24 00:00:00,1333.77,1334.89,1307.91,1308.7,0
2014-03-25 00:00:00,1308.68,1317.33,1305.6,1310.96,0
2014-03-26 00:00:00,1311.11,1316.36,1298.66,1304.11,0
2014-03-27 00:00:00,1304.32,1306.81,1289.02,1291.1,0
2014-03-28 00:00:00,1291.07,1298.73,1285.64,1295.17,0
2014-03-31 00:00:00,1293.77,1298.53,1282.41,1283.89,0
2014-04-01 00:00:00,1284.12,1288.03,1277.64,1278.67,0
2014-04-02 00:00:00,1278.88,1294.52,1278.46,1289.64,0
2014-04-03 00:00:00,1289.81,1293.92,1282.1,1286.45,0
